,index,Feature name,Coefficients,p_values,Original feature name,Score-Calculations,Score-Preliminary,Difference,Score-Final
40,40,mths_since_last_delinq:>20,0.1921610827931981,0.48664946590908487,mths_since_last_delinq,14.09606655348215,14.0,0.09606655348214943,14.0
41,41,dti:0.10-0.23,-0.7311924884705149,0.42155553105800936,dti,-53.63696868828968,-54.0,0.36303131171032277,-54.0
42,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
43,1,home_ownership:RENT_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
44,2,addr_state:AK_AL_AR_AZ_CA_CO,0.0,,addr_state,0.0,0.0,0.0,0.0
45,3,term:36,0.0,,term,0.0,0.0,0.0,0.0
46,4,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
47,5,int_rate:<=5.824,0.0,,int_rate,0.0,0.0,0.0,0.0
48,6,funded_amnt_factor:961-4900,0.0,,funded_amnt_factor,0.0,0.0,0.0,0.0
49,7,addr_state:AK_AL_AR_AZ_CA_CO,0.0,,addr_state,0.0,0.0,0.0,0.0
50,8,annual_inc:<5K,0.0,,annual_inc,0.0,0.0,0.0,0.0
51,9,mths_since_last_delinq:<4,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
52,10,dti:0.00-0.10,0.0,,dti,0.0,0.0,0.0,0.0
